,Name,Author,User Rating,Price,Year,Genre,Unnamed: 0,Reviews
487,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,6,2018,Non Fiction,486.0,13061.0
488,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,6,2018,Non Fiction,487.0,23308.0
489,The Hate U Give,Angie Thomas,4.8,11,2018,Fiction,488.0,9947.0
490,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7,2018,Non Fiction,489.0,7368.0
491,The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,8,2018,Fiction,490.0,5898.0
492,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,18,2018,Non Fiction,491.0,3601.0
493,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,17,2018,Non Fiction,492.0,7058.0
494,The Pout-Pout Fish,Deborah Diesen,4.8,5,2018,Fiction,493.0,9784.0
495,The President Is Missing: A Novel,James Patterson,4.3,18,2018,Fiction,494.0,10191.0
496,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,15,2018,Non Fiction,495.0,26490.0
497,The Very Hungry Caterpillar,Eric Carle,4.9,5,2018,Fiction,496.0,19546.0
498,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,10,2018,Fiction,497.0,8842.0
499,The Wonky Donkey,Craig Smith,4.8,4,2018,Fiction,498.0,30183.0
500,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,12,2018,Non Fiction,499.0,6669.0
501,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,8,2018,Non Fiction,500.0,14331.0
502,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,4.8,12,2019,Non Fiction,501.0,7665.0
503,Becoming,Michelle Obama,4.8,11,2019,Non Fiction,502.0,61133.0
504,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,5,2019,Fiction,503.0,14344.0
505,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,18,2019,Non Fiction,504.0,16244.0
506,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,5,2019,Non Fiction,505.0,7955.0
507,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,4,2019,Fiction,506.0,7235.0
508,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,4.9,8,2019,Fiction,507.0,12619.0
509,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,4.9,8,2019,Fiction,508.0,9089.0
510,Educated: A Memoir,Tara Westover,4.7,15,2019,Non Fiction,509.0,28729.0
511,Giraffes Can't Dance,Giles Andreae,4.8,4,2019,Fiction,510.0,14038.0
512,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,12,2019,Non Fiction,511.0,7660.0
513,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,12,2019,Non Fiction,512.0,22288.0
514,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,6,2019,Non Fiction,513.0,10141.0
515,Goodnight Moon,Margaret Wise Brown,4.8,5,2019,Fiction,514.0,8837.0
516,Guts,Raina Telgemeier,4.8,7,2019,Non Fiction,515.0,5476.0
517,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,4.9,18,2019,Fiction,516.0,7758.0
518,Howard Stern Comes Again,Howard Stern,4.3,16,2019,Non Fiction,517.0,5272.0
519,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,7,2019,Non Fiction,518.0,9737.0
520,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4,2019,Fiction,519.0,16643.0
521,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,13,2019,Non Fiction,520.0,7396.0
522,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,12,2019,Non Fiction,521.0,7062.0
523,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,16,2019,Non Fiction,522.0,5347.0
524,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,11,2019,Non Fiction,523.0,7866.0
525,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8,2019,Fiction,524.0,21834.0
526,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,5,2019,Non Fiction,525.0,10820.0
527,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,27,2019,Fiction,526.0,16990.0
528,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,20,2019,Non Fiction,527.0,7802.0
529,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,6,2019,Non Fiction,528.0,23047.0
530,Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,6,2019,Fiction,529.0,9382.0
531,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,8,2019,Non Fiction,530.0,25554.0
532,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12,2019,Non Fiction,531.0,12361.0
533,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,6,2019,Non Fiction,532.0,13061.0
534,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,6,2019,Non Fiction,533.0,23308.0
535,The Guardians: A Novel,John Grisham,4.5,14,2019,Fiction,534.0,13609.0
536,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,11,2019,Non Fiction,535.0,22641.0
537,The Mueller Report,The Washington Post,4.6,12,2019,Non Fiction,536.0,2744.0
538,The Silent Patient,Alex Michaelides,4.5,14,2019,Fiction,537.0,27536.0
539,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,15,2019,Non Fiction,538.0,26490.0
540,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,10,2019,Non Fiction,539.0,11550.0
541,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,10,2019,Non Fiction,540.0,9030.0
542,The Very Hungry Caterpillar,Eric Carle,4.9,5,2019,Fiction,541.0,19546.0
543,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,10,2019,Fiction,542.0,8842.0
544,The Wonky Donkey,Craig Smith,4.8,4,2019,Fiction,543.0,30183.0
545,To Kill a Mockingbird,Harper Lee,4.8,7,2019,Fiction,544.0,26234.0
546,Unfreedom of the Press,Mark R. Levin,4.9,11,2019,Non Fiction,545.0,5956.0
547,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,4,2019,Non Fiction,546.0,6108.0
548,What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,13,2019,Fiction,547.0,8170.0
549,Where the Crawdads Sing,Delia Owens,4.8,15,2019,Fiction,548.0,87841.0
550,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,8,2019,Fiction,549.0,9413.0
551,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,8,2019,Non Fiction,550.0,14331.0
552,A Promised Land,Barack Obama,4.9,16,2020,Non Fiction,551.0,121109.0
553,American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,4.6,14,2020,Fiction,552.0,66795.0
554,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,12,2020,Non Fiction,553.0,73216.0
555,Becoming,Michelle Obama,4.8,21,2020,Non Fiction,554.0,118767.0
556,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,5,2020,Fiction,555.0,38969.0
557,Burn After Writing,Sharon Jones,4.6,7,2020,Non Fiction,556.0,36689.0
558,Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,15,2020,Non Fiction,557.0,38318.0
559,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,5,2020,Fiction,558.0,30145.0
560,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,4.9,6,2020,Fiction,559.0,41021.0
561,Educated: A Memoir,Tara Westover,4.7,13,2020,Non Fiction,560.0,61064.0
562,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,14,2020,Non Fiction,561.0,19558.0
563,Giraffes Can't Dance,Giles Andreae,4.8,6,2020,Fiction,562.0,27722.0
564,Greenlights,Matthew McConaughey,4.7,16,2020,Non Fiction,563.0,52217.0
565,How to Be an Antiracist,Ibram X. Kendi,4.7,17,2020,Non Fiction,564.0,24386.0
566,How to Catch a Mermaid,Adam Wallace,4.8,5,2020,Fiction,565.0,26660.0
567,How to Catch a Unicorn,Adam Wallace,4.8,5,2020,Fiction,566.0,29902.0
568,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",4.7,5,2020,Non Fiction,567.0,19138.0
569,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,7,2020,Non Fiction,568.0,29913.0
570,I Love You to the Moon and Back,Amelia Hepworth,4.9,4,2020,Fiction,569.0,51188.0
571,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4,2020,Fiction,570.0,63659.0
572,Little Fires Everywhere: A Novel,Celeste Ng,4.5,10,2020,Fiction,571.0,53363.0
573,Live Free Or Die: America (and the World) on the Brink,Sean Hannity,4.8,13,2020,Non Fiction,572.0,23944.0
574,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,4.9,17,2020,Non Fiction,573.0,24352.0
575,Midnight Sun,Stephenie Meyer,4.8,14,2020,Fiction,574.0,79334.0
576,Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,4.8,19,2020,Non Fiction,575.0,16097.0
577,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,5,2020,Non Fiction,576.0,69801.0
578,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,4.8,7,2020,Non Fiction,577.0,17639.0
579,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,8,2020,Non Fiction,578.0,20182.0
580,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,4.8,10,2020,Non Fiction,579.0,39234.0
581,Rage,Bob Woodward,4.6,8,2020,Non Fiction,580.0,33469.0
582,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,6,2020,Non Fiction,581.0,60501.0
583,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,8,2020,Non Fiction,582.0,62463.0
584,The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,4.7,14,2020,Fiction,583.0,43745.0
585,The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,6,2020,Non Fiction,584.0,18142.0
586,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,11,2020,Non Fiction,585.0,44642.0
587,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,10,2020,Fiction,586.0,93749.0
588,The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,7,2020,Fiction,587.0,38674.0
589,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,8,2020,Non Fiction,588.0,75798.0
590,The Room Where It Happened: A White House Memoir,John Bolton,4.3,13,2020,Non Fiction,589.0,49087.0
591,The Silent Patient,Alex Michaelides,4.5,20,2020,Fiction,590.0,102544.0
592,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,17,2020,Non Fiction,591.0,26537.0
593,The Vanishing Half: A Novel,Brit Bennett,4.4,13,2020,Fiction,592.0,83490.0
594,The Very Hungry Caterpillar,Eric Carle,4.9,5,2020,Fiction,593.0,47260.0
595,The Wonky Donkey,Craig Smith,4.8,5,2020,Fiction,594.0,68099.0
596,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,10,2020,Non Fiction,595.0,100534.0
597,Untamed,Glennon Doyle,4.6,16,2020,Non Fiction,596.0,49978.0
598,Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4.0,12,2020,Fiction,597.0,35772.0
599,What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,14,2020,Fiction,598.0,20918.0
600,Where the Crawdads Sing,Delia Owens,4.8,12,2020,Fiction,599.0,208915.0
601,White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,8,2020,Non Fiction,600.0,38798.0
602,1984,George Orwell,4.7,7,2021,Fiction,601.0,60381.0
603,American Marxism,Mark R. Levin,4.9,14,2021,Non Fiction,602.0,29510.0
604,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,18,2021,Non Fiction,603.0,7556.0
605,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,12,2021,Non Fiction,604.0,73216.0
606,Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,4.9,7,2021,Fiction,605.0,12259.0
607,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,5,2021,Fiction,606.0,38969.0
608,Burn After Writing (Pink),Sharon Jones,4.6,7,2021,Non Fiction,607.0,23145.0
609,Call Us What We Carry: Poems,Amanda Gorman,4.9,14,2021,Fiction,608.0,2873.0
610,Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,15,2021,Non Fiction,609.0,38319.0
611,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.8,9,2021,Non Fiction,610.0,30513.0
612,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,4.9,7,2021,Fiction,611.0,18740.0
613,"Dune (Dune Chronicles, Book 1)",Frank Herbert,4.7,12,2021,Fiction,612.0,52262.0
614,Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,4.7,20,2021,Fiction,613.0,35580.0
615,Greenlights,Matthew McConaughey,4.7,16,2021,Non Fiction,614.0,52217.0
616,Grumpy Monkey,Suzanne Lang,4.8,7,2021,Fiction,615.0,20714.0
617,How to Catch a Mermaid,Adam Wallace,4.8,5,2021,Fiction,616.0,26660.0
618,How to Win Friends & Influence People,Dale Carnegie,4.7,11,2021,Non Fiction,617.0,61283.0
619,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,7,2021,Non Fiction,618.0,29913.0
620,I Love You to the Moon and Back,Amelia Hepworth,4.9,4,2021,Fiction,619.0,51188.0
621,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4,2021,Fiction,620.0,63658.0
622,It Ends with Us: A Novel (1),Colleen Hoover,4.7,11,2021,Fiction,621.0,76135.0
623,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,5,2021,Non Fiction,622.0,69801.0
624,My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6,16,2021,Non Fiction,623.0,39852.0
625,"Oh, the Places You'll Go!  ",Dr. Seuss,4.9,9,2021,Fiction,624.0,35287.0
626,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,8,2021,Non Fiction,625.0,20182.0
627,Peril,Bob Woodward,4.6,15,2021,Non Fiction,626.0,16861.0
628,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,4.8,21,2021,Non Fiction,627.0,25374.0
629,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,13,2021,Non Fiction,628.0,71078.0
630,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,6,2021,Non Fiction,629.0,60501.0
631,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,4.7,10,2021,Non Fiction,630.0,11921.0
632,The 48 Laws of Power,Robert Greene,4.7,12,2021,Non Fiction,631.0,38568.0
633,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,8,2021,Non Fiction,632.0,62463.0
634,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,9,2021,Fiction,633.0,71252.0
635,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,11,2021,Non Fiction,634.0,44642.0
636,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,10,2021,Fiction,635.0,93749.0
637,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,8,2021,Non Fiction,636.0,75798.0
638,The Four Winds: A Novel,Kristin Hannah,4.5,14,2021,Fiction,637.0,96810.0
639,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,4.9,10,2021,Fiction,638.0,14385.0
640,The Last Thing He Told Me: A Novel,Laura Dave,4.3,14,2021,Fiction,639.0,77903.0
641,The Midnight Library: A Novel,Matt Haig,4.3,13,2021,Fiction,640.0,144313.0
642,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,20,2021,Non Fiction,641.0,14575.0
643,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,9,2021,Fiction,642.0,60969.0
644,The Song of Achilles: A Novel,Madeline Miller,4.7,10,2021,Fiction,643.0,38186.0
645,The Storyteller: Tales of Life and Music,Dave Grohl,4.8,18,2021,Non Fiction,644.0,14463.0
646,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,14,2021,Non Fiction,645.0,64073.0
647,The Very Hungry Caterpillar,Eric Carle,4.9,5,2021,Fiction,646.0,47260.0
648,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,9,2021,Fiction,647.0,20920.0
649,They Both Die at the End,Adam Silvera,4.7,8,2021,Fiction,648.0,22602.0
650,Untamed,Glennon Doyle,4.6,16,2021,Non Fiction,649.0,49978.0
651,We Were Liars,E. Lockhart,4.5,6,2021,Fiction,650.0,34117.0
652,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,4.4,11,2022,Non Fiction,651.0,29402.0
653,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,18,2022,Non Fiction,652.0,7556.0
654,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,12,2022,Non Fiction,653.0,73215.0
655,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,5,2022,Fiction,654.0,38969.0
656,Burn After Writing (Pink),Sharon Jones,4.6,7,2022,Non Fiction,655.0,23146.0
657,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",Snoop Dogg,4.8,13,2022,Non Fiction,656.0,23735.0
658,House of Sky and Breath (Crescent City),Sarah J. Maas,4.8,18,2022,Fiction,657.0,14327.0
659,How to Catch a Leprechaun,Adam Wallace,4.8,10,2022,Fiction,658.0,6020.0
660,How to Win Friends & Influence People,Dale Carnegie,4.7,11,2022,Non Fiction,659.0,61283.0
661,I Love You to the Moon and Back,Amelia Hepworth,4.9,4,2022,Fiction,660.0,51188.0
662,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4,2022,Fiction,661.0,63658.0
663,It Ends with Us: A Novel (1),Colleen Hoover,4.7,11,2022,Fiction,662.0,76137.0
664,Life Force: How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life & Those You Love,Tony Robbins,4.5,20,2022,Non Fiction,663.0,1213.0
665,Little Blue Truck's Valentine,Alice Schertle,4.9,11,2022,Fiction,664.0,6959.0
666,Llama Llama I Love You,Anna Dewdney,4.8,5,2022,Fiction,665.0,9361.0
667,Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,4.7,14,2022,Fiction,666.0,2438.0
668,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,5,2022,Non Fiction,667.0,69801.0
669,My Little Golden Book About Betty White,Deborah Hopkinson,4.9,6,2022,Non Fiction,668.0,4910.0
670,November 9: A Novel,Colleen Hoover,4.7,13,2022,Fiction,669.0,17592.0
671,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,4.5,21,2022,Non Fiction,670.0,1685.0
672,Rand McNally 2022 Large Scale Road Atlas,Rand McNally,4.7,17,2022,Non Fiction,671.0,10404.0
673,Red-Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,4.8,18,2022,Non Fiction,672.0,3366.0
674,Reminders of Him: A Novel,Colleen Hoover,4.7,13,2022,Fiction,673.0,56049.0
675,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,7,2022,Non Fiction,674.0,71078.0
676,"Run, Rose, Run: A Novel",James Patterson,4.5,18,2022,Fiction,675.0,4828.0
677,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,6,2022,Non Fiction,676.0,60501.0
678,The 1619 Project: A New Origin Story,Nikole Hannah-Jones,4.8,23,2022,Non Fiction,677.0,6657.0
679,The 48 Laws of Power,Robert Greene,4.7,12,2022,Non Fiction,678.0,38568.0
680,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,8,2022,Non Fiction,679.0,62462.0
681,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,9,2022,Fiction,680.0,71252.0
682,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,11,2022,Non Fiction,681.0,44642.0
683,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,10,2022,Fiction,682.0,93749.0
684,The Complete Maus: A Survivor's Tale (Pantheon Graphic Library),Art Spiegelman,4.8,32,2022,Fiction,683.0,5349.0
685,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,8,2022,Non Fiction,684.0,75798.0
686,The Great Reset: Joe Biden and the Rise of Twenty-First-Century Fascism,Glenn Beck,4.7,18,2022,Non Fiction,685.0,3098.0
687,The Last Thing He Told Me: A Novel,Laura Dave,4.3,14,2022,Fiction,686.0,77903.0
688,The Lincoln Highway: A Novel,Amor Towles,4.4,18,2022,Fiction,687.0,38675.0
689,The Love Hypothesis,Ali Hazelwood,4.6,11,2022,Fiction,688.0,24858.0
690,The Maid: A Novel,Nita Prose,4.3,17,2022,Fiction,689.0,17988.0
691,The Midnight Library: A Novel,Matt Haig,4.3,13,2022,Fiction,690.0,144314.0
692,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,20,2022,Non Fiction,691.0,14575.0
693,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,9,2022,Fiction,692.0,60969.0
694,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,14,2022,Non Fiction,693.0,64073.0
695,The Very Hungry Caterpillar,Eric Carle,4.9,5,2022,Fiction,694.0,47260.0
696,"The Whole Body Reset: Your Weight-Loss Plan for a Flat Belly, Optimum Health & a Body You'll Love at Midlife and Beyond",Stephen Perrine,4.2,20,2022,Non Fiction,695.0,206.0
697,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,9,2022,Fiction,696.0,20920.0
698,Ugly Love: A Novel,Colleen Hoover,4.7,10,2022,Fiction,697.0,33929.0
699,Verity,Colleen Hoover,4.6,11,2022,Fiction,698.0,71826.0
700,What to Expect When You're Expecting,Heidi Murkoff,4.8,13,2022,Non Fiction,699.0,27052.0
701,Where the Crawdads Sing,Delia Owens,4.8,10,2022,Fiction,700.0,208917.0
